,topic1,topic2,topic3,topic4,topic5,topic6,topic7,topic8,topic9,topic10,topic11,topic12,topic13,topic14,topic15,topic16,topic17,topic18
TRBANBC128F147E363,0.000491642133953,0.000491642086393,0.847877465002,0.063665214513,0.000491642087997,0.000491642085891,0.000491642105082,0.000491642085476,0.000491642133531,0.000491642090661,0.000491642089714,0.000491642167281,0.000491642139718,0.000491642109281,0.000491642161092,0.0810826888318,0.000491642085017,0.000491642091835
TRBADFY128F422F325,0.00044091718246,0.000440917109754,0.0874906849738,0.000440917160976,0.000440917110064,0.000440917107584,0.000440917130198,0.000440917107914,0.000440917111591,0.033697723309,0.000440917117277,0.000440917144837,0.000440917150352,0.00044091716975,0.872197834719,0.000440917144446,0.000440917107584,0.00044091714344
TRAYMXS128F1452986,0.00168350175691,0.0016835016835,0.00168350169161,0.00168350168964,0.00168350170317,0.324241400644,0.00168350173961,0.0016835016835,0.0016835017847,0.00168350168514,0.648822571959,0.00168350179333,0.00168350168827,0.00168350168707,0.00168350170355,0.0016835017235,0.0016835016835,0.00168350170064
TRAKPJC128F4258613,0.0290801728267,0.000305250311784,0.000305250343917,0.191191747861,0.000305250305256,0.000305250305923,0.000305250334163,0.00030525030529,0.00030525032541,0.000305250305446,0.000305250305893,0.000305250332064,0.17299183947,0.00030525032572,0.000305250347229,0.60246273538,0.000305250305824,0.000305250307885
TRABUIN128F93022FF,0.164261676014,0.000669344042839,0.120707001062,0.174263098554,0.000669344042839,0.000669344047081,0.0558096564206,0.000669344047606,0.00066934407374,0.000669344046674,0.000669344054977,0.000669344240079,0.0961455545176,0.000669344148093,0.000669344147879,0.38078088445,0.000669344045817,0.000669344043362
TRAHSQL128F4288AC7,0.0652618074584,0.000210437725489,0.142637647595,0.124861998664,0.0040454934904,0.000210437744575,0.00817150294317,0.000210437713103,0.000210437771954,0.000210437716183,0.000210437719312,0.116132580625,0.000210437748742,0.000210437738427,0.000210437753052,0.536574154167,0.000210437713112,0.000210437713376
TRBGTNZ128F1481BBD,0.00292397660819,0.00292397660819,0.00292397660819,0.00292397660819,0.415116487278,0.00292397677287,0.00292397660819,0.00292397661065,0.00292397660819,0.00292397686908,0.00292397695356,0.00292397660819,0.00292397660819,0.00292397660819,0.00292397660819,0.00292397660959,0.00292397661244,0.538099886212
TRAPVXU128F149E7CD,0.568539471016,0.00048732948252,0.369622165944,0.0426792970096,0.000487329434707,0.000487329434698,0.000487329439173,0.00048732946729,0.000487329459209,0.000487329515201,0.000487329459404,0.000487329493651,0.000487329485774,0.000487329488794,0.000487329489655,0.000487329485229,0.01233645346,0.000487329434873
TRAFTCT128F425A900,0.000740740894929,0.000740740740741,0.612405316133,0.127858003468,0.000740740765612,0.000740740740741,0.000740740781728,0.000740740740741,0.040754862878,0.000740740751099,0.000740740747064,0.00074074083525,0.208611446279,0.000740740819975,0.000740740933997,0.000740740838453,0.000740740910586,0.000740740740741
TRAMLZC128F92F3EB9,0.000578703716732,0.000578703703704,0.000578703768046,0.000578703726466,0.000578703704596,0.000578703704466,0.719478956388,0.000578703703704,0.000578703781249,0.000578703712558,0.000578703717219,0.000578703718145,0.000578703751922,0.000578703729974,0.271261784041,0.000578703722486,0.000578703705457,0.000578703703704
TRAXZSJ128F145B3B0,0.000761035114122,0.000761035007611,0.000761035120766,0.0574461742262,0.000761035007611,0.000761035007913,0.000761035049227,0.000761035007611,0.016514286356,0.000761035016727,0.000761035007638,0.000761035229515,0.630655378971,0.000761035059753,0.257146363458,0.000761035109201,0.0283443412434,0.000761035008705
TRBGUTI128E07872F0,0.000178062749383,0.000178062681071,0.000178062708244,0.000178062691931,0.000178062678491,0.000178062679388,0.000178062693621,0.000178062678923,0.000178062692864,0.000178062679528,0.000178062679528,0.0251088629512,0.0493285743733,0.000178062693203,0.0604071261088,0.847653496655,0.0151871249217,0.000178062683344
TRATXSW128F4243364,0.00067750684193,0.000677506775133,0.33348152416,0.000677506830961,0.000677506776566,0.000677506778024,0.000677506803276,0.000677506775068,0.00067750678328,0.000677506782874,0.000677506782559,0.278830484985,0.000677506868233,0.000677506898748,0.0573074747318,0.320895420861,0.00067750678705,0.000677506778798
TRBHMZS128F42658FF,0.00019700556418,0.000197005516862,0.107450590152,0.000197005538731,0.000197005518922,0.000197005520601,0.000197005538629,0.000197005516178,0.000197005543725,0.000197005516694,0.000197005520672,0.000197005540703,0.0372130794292,0.000197005533419,0.298942047261,0.553636205747,0.000197005518822,0.000197005522566
TRBGOPC128F4231959,0.267583862134,0.014648266152,0.340289923983,0.297602975057,0.000730994152786,0.000730994152047,0.0007309942385,0.0007309942877,0.000730994161789,0.053382815537,0.017720226593,0.000730994210918,0.000730994276071,0.000730994322018,0.000730994213926,0.000730994200323,0.000730994174496,0.000730994153043
TRAEPAW128F4285BAB,0.349946554631,0.00104821802939,0.496365807228,0.00104821805849,0.00104821802935,0.00104821802935,0.00104821821399,0.00104821802935,0.00104821831936,0.00104821805547,0.00104821802935,0.00104821810216,0.00104821820151,0.00104821806638,0.00104821825998,0.137964366394,0.00104821824398,0.00104821807873
TRAZJUH128F934465B,0.0392665655597,0.0106783515799,0.393955443608,0.000610500675285,0.000610500610501,0.000610500610501,0.000610500663239,0.000610500642161,0.0375489338512,0.000610500634836,0.000610500734229,0.000610500669853,0.100738840177,0.000610500645631,0.154513162342,0.154256864032,0.102936832354,0.000610500610501
TRAZZQC128F427A0F5,0.0008051530589,0.000805152989199,0.000805153127181,0.000805153218569,0.000805152979066,0.000805152979066,0.442424013956,0.000805152979066,0.000805153057057,0.000805152979403,0.000805152979066,0.000805153028693,0.385990422769,0.000805153200436,0.159508267496,0.000805153069156,0.000805153155853,0.000805152979066
TRAWFCM12903CBE6FA,0.13463788893,0.000603864851618,0.320856948202,0.21900321184,0.000603864734313,0.000603864736927,0.000603864889097,0.000603864737624,0.00060386474433,0.000603864740427,0.000603864747969,0.0238910363358,0.0311066699579,0.0800904442698,0.000603864844709,0.18377128795,0.000603864747322,0.000603864739651
TRBDMRW128F933A391,0.000782472613459,0.000782472613781,0.000782472614414,0.000782472614074,0.986697965555,0.000782472617992,0.000782472613459,0.000782472621583,0.000782472614138,0.000782472613459,0.000782472613459,0.000782472613459,0.000782472613459,0.000782472614137,0.00078247261359,0.000782472613459,0.000782472613459,0.000782472613783
TRBDSFP128E07937B9,0.296126273933,0.000694444496263,0.000694444482438,0.000694444527634,0.000694444444445,0.000694444444445,0.000694444474101,0.000694444444445,0.000694444459335,0.000694444514387,0.000694444526573,0.000694444554463,0.44458647509,0.000694444598806,0.000694444552999,0.000694444508176,0.248870583504,0.000694444444445
TRAQYZO128F930BC98,0.000578703773806,0.000578703707639,0.140140008462,0.16679467432,0.000578703712417,0.000578703711477,0.000578703741422,0.000578703703704,0.000578703736964,0.000578703703704,0.00057870370492,0.000578703716038,0.676199349453,0.000578703751747,0.000578703796197,0.000578703776727,0.00876411552398,0.00057870370468
TRBGYCS128F4277187,0.0315061897437,0.00118203309693,0.125597470297,0.825165843241,0.00118203309712,0.00118203309693,0.00118203311625,0.0011820331012,0.00118203314411,0.00118203309693,0.00118203313914,0.00118203311077,0.00118203312206,0.0011820331169,0.00118203313405,0.00118203314319,0.00118203310564,0.00118203309693
TRAYDZH128C71967BC,0.000566893451293,0.00056689344356,0.330903449731,0.000566893491425,0.000566893424037,0.000566893424037,0.000566893524696,0.000566893435718,0.000566893470654,0.0333796292515,0.000566893425126,0.000566893467432,0.307375398109,0.000566893478479,0.264814283824,0.0561576241951,0.000566893428519,0.000566893424037
TRAOJMY128E07836D9,0.000957854593197,0.000957854406131,0.000957854550551,0.000957854693851,0.000957854406131,0.000957854603629,0.000957854461369,0.000957854412402,0.318233226404,0.000957854569521,0.000957854406131,0.000957854501107,0.0930363372077,0.000957854538002,0.574362618963,0.000957854470435,0.000957854406909,0.000957854406131
TRAPMYO128F14903F5,0.400095685228,0.0498305431947,0.115866148721,0.000868055640552,0.000868055560859,0.000868055555556,0.000868055600252,0.000868055556325,0.000868055556304,0.000868055560278,0.000868055592646,0.000868055596868,0.0622713141398,0.000868055805023,0.360651585869,0.00086805565608,0.000868055611358,0.000868055555556
TRBIGRY128F42597B3,0.00142450158469,0.0256840006359,0.489840239377,0.079363444019,0.0014245014245,0.0014245014245,0.00142450156177,0.00142450143841,0.00142450241045,0.0014245014247,0.00142450142499,0.00142450164582,0.0014245016248,0.00142450165498,0.385169293925,0.00142450157435,0.0014245014245,0.0014245014245
TRBFURI128F1455498,0.159788297068,0.000529100532042,0.258023964782,0.000529100609732,0.000529100535111,0.000529100530214,0.000529100549606,0.000529100529261,0.000529100607891,0.00052910052996,0.000529100530774,0.000529100537768,0.000529100625812,0.000529100553519,0.536461041076,0.0383192890203,0.000529100852397,0.000529100529329
TRBFPJD128F933B5C3,0.361683010107,0.0014245014245,0.33104938857,0.00142450184068,0.0014245014245,0.00142450142809,0.00142450152416,0.0014245014245,0.0014245014245,0.00142450151953,0.00142450143361,0.00142450175124,0.00142450160272,0.0014245018921,0.00142450169918,0.285900078051,0.0014245014245,0.00142450145846
TRARSKA128F9336A04,0.000273672698044,0.000273672688419,0.000273672733232,0.000273672760013,0.000273672687909,0.000273672687466,0.0352959853017,0.000273672718895,0.000273672765503,0.000273672693366,0.0301139279605,0.000273672690817,0.312135611917,0.00027367269281,0.0570797811975,0.30143442694,0.00510980072513,0.255820066142
TRANCOH128F422F31D,0.00129198984154,0.00129198986637,0.322833679485,0.00129198982183,0.00129198966408,0.00129198966408,0.00129198977224,0.00129198966408,0.0490708995423,0.00129198974472,0.00129198969277,0.00129198974916,0.00129198978163,0.00129198975188,0.608715574845,0.00129198978541,0.00129198966408,0.00129198966408
TRAHJCI128F92FFB38,0.0350828212966,0.000225835598649,0.0898795479733,0.349210783964,0.000225835593034,0.000225835595654,0.0268311731912,0.000225835593963,0.0129085459993,0.000225835629313,0.000225835598542,0.000225835613005,0.000225835643918,0.000225835636624,0.109742999481,0.373859936392,0.000225835606101,0.000225835594022
TRBEWCS128F428BA34,0.0224923169709,0.000703234892223,0.0735371220271,0.113713586611,0.000703234880934,0.000703234887738,0.000703235107356,0.000703234880451,0.000703234944907,0.013376042323,0.00070323490415,0.000703234912124,0.000703234986413,0.000703234969929,0.407908989009,0.360533123923,0.000703234883655,0.000703234887161
TRATTAF128F147CA09,0.000992063560447,0.000992063492064,0.000992063556783,0.000992063498759,0.98313492034,0.000992063508971,0.000992063492064,0.000992063492064,0.000992063492064,0.000992063517418,0.000992063525257,0.000992063513175,0.000992063507223,0.000992063496954,0.00099206351635,0.000992063501464,0.00099206349256,0.000992063496632
TRBGOVC128F934435E,0.000925925988527,0.000925925925926,0.67671175059,0.000925926127223,0.000925925930919,0.000925925925926,0.000925926054158,0.000925926217272,0.000925925995568,0.000925925968607,0.000925925927047,0.0850408903556,0.000925926058452,0.000925925986021,0.224358469049,0.00092592604204,0.000925925931866,0.000925925925926
TRAAQZQ128EF35C51A,0.0930827874316,0.000509683997702,0.441505061291,0.306074076325,0.000509684002569,0.000509684032677,0.000509684053355,0.00050968403794,0.0521207143277,0.0223360330246,0.000509684038954,0.000509684066373,0.000509684029796,0.000509684085537,0.000509684073385,0.0787651191189,0.000509684065527,0.000509683997038
TRATUPO128F9305A5C,0.000253678371289,0.000253678337771,0.0859373990664,0.0348345464254,0.00025367833589,0.000253678336661,0.00025367837214,0.00025367833667,0.00025367839621,0.000253678340233,0.00025367833813,0.0587877722532,0.109077925502,0.0117518108567,0.000253678378724,0.696566405679,0.000253678336097,0.000253678337642
TRAWBOE128F92F2F46,0.401210503517,0.00106837618904,0.388658650965,0.00106837627145,0.00106837608046,0.00106837606838,0.00106837613371,0.00106837609073,0.0175283173026,0.0010683760778,0.00106837607009,0.00106837631608,0.177645262039,0.00106837609059,0.00106837630392,0.00106837628193,0.00106837613414,0.00106837606838
TRAWNDA128F9341C35,0.000420875488073,0.0569453315652,0.000420875485212,0.000420875462665,0.000420875421029,0.000420875420876,0.0330401402605,0.000420875421468,0.0335389145537,0.000420875449811,0.000420875423055,0.000420875445298,0.000420875499881,0.00042087546218,0.813097574298,0.0579066584345,0.000420875486738,0.000420875421607
TRAPNQZ128F145B04E,0.000509684044522,0.0607616997878,0.000509684081941,0.000509684041977,0.000509683995923,0.000509684003211,0.0231913985633,0.000509684111202,0.0622304756377,0.000509684022746,0.000509684005447,0.000509684046484,0.107094775577,0.000509684034435,0.740095757989,0.000509684064881,0.000509683996099,0.000509683995923
TRAQYXL128F425EA21,0.0502329519832,0.00070323488468,0.268139756789,0.11131493196,0.000703234886554,0.000703234881079,0.0277121703626,0.0007032348806,0.162997267564,0.000703234884673,0.000703234881861,0.00070323512918,0.10499919132,0.132808501598,0.134762879091,0.00070323512801,0.000703234887936,0.000703234886708
TRADFII128F931FC9F,0.296249789915,0.000437445323208,0.133092952731,0.299680770408,0.000437445319416,0.000437445319336,0.0298637334876,0.00043744532185,0.000437445347163,0.000437445351561,0.000437445319849,0.0373523915113,0.000437445386376,0.000437445354992,0.151419920491,0.0475285427462,0.000437445322312,0.000437445343793
TRABIPA128F1458F79,0.00118203311297,0.00118203310021,0.0874083482711,0.00118203326832,0.00118203309693,0.0770080828271,0.00118203311381,0.00118203317108,0.00118203310662,0.00118203309693,0.0011820331116,0.00118203310958,0.00118203326285,0.00118203337921,0.339054519861,0.479980584916,0.00118203309693,0.00118203309693
TRABHBA128F424CF80,0.206094007694,0.000941619585689,0.000941619765736,0.300439866542,0.000941619585688,0.000941619585688,0.000941619758156,0.000941619585688,0.000941619928993,0.000941619588953,0.000941619592055,0.000941619831767,0.107386938293,0.000941619660473,0.140915722836,0.232922408936,0.000941619588357,0.000941619641475
TRBECKU128F428B08A,0.000173611135974,0.0561169562222,0.000173611130589,0.00512116750661,0.000173611125931,0.000173611111333,0.00974211028863,0.000173611111918,0.0175577570229,0.000173611123782,0.000173611135053,0.000173611159478,0.244131788616,0.000173611119758,0.108658872302,0.55676162557,0.000173611152465,0.000173611165181
TRAHIXN128F147F25D,0.0904160320641,0.000638569611214,0.231436834996,0.0318951687563,0.00063856961426,0.000638569613442,0.000638569672204,0.000638569605422,0.000638569618206,0.070722477015,0.000638569606115,0.000638569672126,0.553372905911,0.000638569679862,0.000638569708182,0.000638569717975,0.014493745528,0.000638569610676
TRBFQPI128F4280CDA,0.000491642136053,0.000491642127929,0.375926507456,0.000491642121617,0.000491642086303,0.000491642088491,0.000491642198341,0.000491642084563,0.000491642092112,0.000491642090616,0.000491642085814,0.000491642094278,0.000491642177211,0.000491642096777,0.616207218769,0.000491642120895,0.000491642088916,0.000491642084563
TRARIRG128F147FC96,0.0770131648022,0.000761035054027,0.115616891116,0.000761035112747,0.000761035007611,0.000761035007611,0.000761035157858,0.000761035008676,0.000761035245848,0.000761035066706,0.000761035011392,0.00076103521809,0.000761035162492,0.0467069729233,0.75000847993,0.000761035154921,0.000761035012833,0.000761035007717
TRAYYCA128F422B2A1,0.00370370389586,0.0037037037037,0.0037037037037,0.00370370390762,0.00370370376911,0.0037037037037,0.00370370370926,0.0037037037037,0.0037037037037,0.0037037037037,0.00370370377619,0.0037037037037,0.0037037037037,0.0037037037037,0.0037037037631,0.0037037037037,0.0037037037037,0.937037036438
TRBGBEE12903CBD301,0.219202998362,0.000474833816848,0.422270853115,0.134294687843,0.000474833812677,0.000474833808167,0.051033344958,0.000474833811979,0.01788231681,0.000474833828815,0.000474833813273,0.0601158333661,0.000474833885878,0.00047483384017,0.000474833878876,0.0899767934034,0.000474833836602,0.000474833808431
TRASKUE128F1478ECF,0.116473856383,0.00108932464103,0.254618562905,0.335421011656,0.00108932462018,0.00108932461874,0.0255988909761,0.00108932461948,0.00108932474329,0.00108932467732,0.00108932462257,0.00108932464817,0.00108932466893,0.0950913966179,0.119075676329,0.00108932475395,0.0417380339002,0.00108932461874
TRAFIGU12903CC70C2,0.00106837606838,0.00106837606838,0.00106837606841,0.00106837606845,0.962563315882,0.00106837664591,0.00106837606838,0.00106837606838,0.00106837606838,0.00106837606838,0.0203426664355,0.00106837606838,0.00106837606843,0.00106837606838,0.00106837606838,0.00106837606838,0.00106837606867,0.00106837607902
TRAZSFV128F14806FE,0.000941619673743,0.0686878114639,0.170028505547,0.000941619883128,0.000941619585688,0.0142376571664,0.000941619585688,0.000941619586855,0.000941619589458,0.000941619587038,0.000941619591608,0.00094161960551,0.000941619630867,0.733863350956,0.000941619761936,0.000941619613301,0.000941619585688,0.000941619585688
TRAQRRD128F425F8E7,0.00089605734767,0.00089605734767,0.000896057366504,0.000896057347761,0.00089605735039,0.000896057470724,0.00089605734767,0.00089605734767,0.00089605734767,0.000896057348089,0.984767024832,0.000896057376989,0.000896057402968,0.000896057347919,0.000896057370727,0.000896057349726,0.00089605734767,0.000896057350426
TRAGFVT128F92ECB5D,0.000402576530462,0.000402576495117,0.204349128614,0.000402576512746,0.000402576489562,0.000402576489533,0.0459092656653,0.000402576489533,0.00040257665101,0.000402576489597,0.000402576490325,0.000402576501088,0.0544776413598,0.000402576519624,0.689627893139,0.000402576574532,0.000402576489978,0.000402576498833
TRAZYJO128F42AF4B5,0.00108932461874,0.0010893246216,0.00108932462065,0.00108932462311,0.043229594753,0.00108932463965,0.00108932462272,0.00108932461874,0.00108932461874,0.939341211284,0.00108932461919,0.00108932461884,0.0010893246218,0.00108932462678,0.00108932461874,0.00108932461883,0.00108932463594,0.00108932461874
TRADXCF128EF357134,0.000631313207829,0.000631313131314,0.881080462293,0.000631313306553,0.000631313131314,0.000631313132427,0.000631313161996,0.000631313131314,0.000631313311624,0.000631313133911,0.000631313134547,0.000631313351729,0.000631313246109,0.000631313177863,0.000631313227829,0.108818526627,0.000631313158082,0.00063131313534
TRAMTYX128F42985D0,0.11439998981,0.00370370370371,0.0037037043946,0.643160208467,0.00370370370371,0.0703703708328,0.00370370428805,0.00370370370371,0.00370370377425,0.00370370370371,0.00370370370371,0.120217576637,0.00370370401051,0.00370370387785,0.00370370398885,0.00370370399273,0.00370370370371,0.00370370370371
TRADJKG12903CE049F,0.000721500835788,0.000721500721501,0.0843238622653,0.000721500829573,0.000721500723591,0.000721500721501,0.000721500738652,0.000721500721501,0.00072150082742,0.000721500722605,0.000721500784069,0.000721500766666,0.629594482755,0.00072150077033,0.275259143497,0.000721500872443,0.00072150072471,0.000721500721501
TRAYFBF128F92C52AB,0.0579826732261,0.000617283952994,0.483183698952,0.000617284023833,0.000617283950748,0.000617283953983,0.0244224681982,0.000617283950825,0.0224389950666,0.0291402007064,0.000617283952937,0.000617284147871,0.0656380498983,0.0401351712414,0.000617284033325,0.270885902612,0.000617284179498,0.000617283952974
TRBCADG128F14AB245,0.00095785440613,0.00095785440613,0.00095785440613,0.00095785440613,0.983716475075,0.000957854418205,0.00095785440613,0.00095785440613,0.00095785440613,0.00095785440613,0.00095785441409,0.00095785440613,0.00095785440663,0.00095785440613,0.000957854406242,0.000957854406181,0.00095785440613,0.00095785440613
TRBCIXV128F4261F09,0.000793650901689,0.0007936508099,0.056360873459,0.0636507586338,0.000793650828045,0.000793650793651,0.000793650843369,0.000793650793651,0.000793650841328,0.0233669161806,0.000793650793679,0.000793650800522,0.000793650857629,0.000793650803142,0.845510338956,0.000793650851402,0.000793652058623,0.000793650793651
TRBHGKH128F427FB11,0.0024154589372,0.0024154589372,0.00241545895548,0.00241545893759,0.958937197934,0.00241545896213,0.0024154589372,0.0024154589379,0.0024154589372,0.0024154589372,0.00241545894752,0.00241545893842,0.00241545893745,0.0024154589372,0.00241545899861,0.00241545894854,0.00241545893873,0.00241545894042
TRAFMME128F932B4D5,0.130225784864,0.00046685340985,0.000466853464809,0.629985306995,0.000466853408048,0.000466853412612,0.0272699583894,0.00046685340803,0.000466853438713,0.000466853413399,0.00046685340812,0.000466853446877,0.000466853433569,0.000466853428058,0.205983001768,0.00046685348042,0.000466853419633,0.000466853411409
TRAGWMO12903CFD994,0.13974730629,0.0015873015873,0.112889804117,0.50972945076,0.00158730158898,0.0015873015873,0.00158730171387,0.0015873015873,0.00158730173139,0.00158730162553,0.00158730159838,0.00158730164207,0.00158730171222,0.00158730168071,0.215411215821,0.00158730176777,0.00158730159796,0.00158730159104
TRAQIQP128E079505F,0.18734165893,0.000124843947733,0.170144644811,0.0742354090424,0.000124843945358,0.0001248439472,0.000124843962795,0.0583465410075,0.000124843971636,0.00579470228043,0.000124843950712,0.000124843951836,0.000124843965802,0.0141144331401,0.228674655602,0.257723544248,0.00250081533144,0.000124843963326
TRANMKA128F426C3B0,0.000213675224007,0.000213675213675,0.320585900574,0.000213675254465,0.000213675215624,0.000213675213675,0.000213675217828,0.000213675213675,0.0491894970274,0.000213675218409,0.000213675213893,0.000213675254273,0.427923895644,0.000213675225901,0.131124811727,0.000213675237112,0.000213675216777,0.0683981171089
TRAAOIN128F9303790,0.000514403411822,0.000514403300081,0.021576282029,0.072776095962,0.00051440330998,0.000514403292182,0.00051440342571,0.000514403297621,0.0661700020308,0.000514403399414,0.157272091522,0.0237242867253,0.203891115634,0.000514403363158,0.000514403380558,0.448931689221,0.000514403395626,0.000514403299666
TRABWPT128F42B06CC,0.000974658908566,0.0344944243278,0.328032357614,0.000974658930798,0.000974658869396,0.000974658869396,0.000974658907356,0.000974658871733,0.000974659016767,0.000974658938799,0.000974658893927,0.000974658903821,0.000974658970847,0.0009746589361,0.622853334362,0.000974658924282,0.000974658884616,0.000974658869396
TRABLMN128E0792687,0.000572737777742,0.000572737698949,0.0431650358115,0.000572737809115,0.000572737704421,0.00057273768614,0.000572737762475,0.00057273768614,0.0313016976536,0.000572737751583,0.000572737699596,0.000572737816105,0.23652861381,0.0261432626798,0.424147902488,0.000572737725094,0.00057273768614,0.231840634754
TRBDYEF128F423DC43,0.000408496841448,0.000408496746983,0.400897031141,0.000408496754767,0.000408496732289,0.000408496733221,0.000408496787235,0.000408496732026,0.000408496847419,0.0078592884516,0.000408496738766,0.000408496742604,0.0696216642365,0.000408496785479,0.515903061468,0.000408496794004,0.000408496734538,0.000408496732121
TRABLGI128F42B867A,0.000566893502212,0.00056689343532,0.712398937747,0.278530766284,0.000566893424558,0.000566893424036,0.000566893541742,0.000566893424944,0.000566893428845,0.000566893424036,0.000566893431267,0.000566893743088,0.000566893446486,0.000566893435467,0.000566893501897,0.000566893486716,0.000566893894633,0.000566893424135
TRAWYNV128F92F5E7E,0.223800252992,0.00511461612057,0.333893702979,0.000326797458026,0.000326797385631,0.000326797385621,0.000326797414542,0.000326797438537,0.000326797524999,0.000326797402319,0.000326797403553,0.000326797431941,0.256993764195,0.0800121364457,0.0962639581985,0.000326797431624,0.000326797390631,0.000326797401447
TRABFKN12903CAF61B,0.000388500432616,0.146528918787,0.000388500458786,0.000388500425098,0.000388500389778,0.000388500388501,0.000388500415487,0.000388500392788,0.000388500460892,0.000388500412722,0.000388500393886,0.000388500426876,0.347378194276,0.000388500419033,0.356584234071,0.144069647069,0.000388500390263,0.000388500391547
TRADFID128F4267231,0.000653594901728,0.000653594789687,0.502090439474,0.000653594891551,0.000653594772134,0.000653594771243,0.000653594843273,0.00065359477144,0.000653594781266,0.000653594774368,0.000653594794188,0.000653594790291,0.000653594922368,0.000653594787283,0.241132951373,0.18402184609,0.0636044356982,0.000653594773837
TRAZDHL12903CBBB4B,0.000750750750876,0.000750750750751,0.000750750752775,0.000750750756388,0.000750750779541,0.302789318741,0.000750750750751,0.000750750760117,0.000750750750751,0.000750750751763,0.685198669171,0.000750750750768,0.000750750753593,0.000750750765262,0.000750750750891,0.000750750756049,0.000750750752846,0.000750750755027
TRAFSLJ128F14913B0,0.000448028697634,0.000448028676317,0.260314992601,0.000448028718922,0.000448028674303,0.000448028673835,0.000448028759475,0.000448028673835,0.0505031272112,0.000448028702858,0.000448028678737,0.00044802870376,0.682461449719,0.00044802871227,0.000448028724078,0.000448028709413,0.000448028689471,0.000448028673835
TRBFOEA128F425D2DB,0.000310366253229,0.000310366241553,0.000310366261491,0.000310366257357,0.000310366232154,0.000310366234937,0.000310366292353,0.000310366232575,0.72166585726,0.000310366243568,0.00031036625121,0.000310366253885,0.0630908522234,0.000310366266103,0.000310366293478,0.210587796732,0.000310366235248,0.000310366234856
TRAZPMW12903CFAC16,0.114896175175,0.0015432104699,0.164313791646,0.16703308242,0.00154320987654,0.00154320987654,0.0015432100226,0.0015432100789,0.0424125713596,0.00154320989935,0.00154321062935,0.00154321053258,0.00154321008513,0.0015432099482,0.213095814162,0.279730044011,0.00154320987894,0.00154320992792
TRAEDYD128F425A868,0.000730994327478,0.000730994152076,0.168609112647,0.132319798404,0.000730994152047,0.00073099415922,0.0340450128608,0.0206720076432,0.000730994226687,0.000730994403094,0.000730994160955,0.0210666279728,0.262998449567,0.000730994344003,0.00073099429987,0.352248054301,0.000730994153128,0.00073099422554
TRAJBSL128F428A021,0.00146198837267,0.00146198838766,0.00146198839672,0.00146198833433,0.00146198830409,0.00146198830409,0.00146198831503,0.00146198830409,0.00146198830467,0.00146198830499,0.00146198830426,0.0014619883052,0.00146198844977,0.00146198833101,0.97514619826,0.00146198841364,0.00146198830409,0.00146198830409
TRAPREX128F145DAD0,0.000437445360103,0.000437445319335,0.152349315191,0.000437445336366,0.000437445319432,0.000437445319335,0.000437445382403,0.000437445326204,0.00043744536129,0.000437445323816,0.000437445323688,0.000437445386822,0.452833217673,0.0872098252365,0.033643813063,0.120546084178,0.139153116747,0.00945272915268
TRALWLU128F428C39A,0.000448028711648,0.0126211098165,0.493103905073,0.00044802871024,0.000448028673835,0.000448028673835,0.0189525426441,0.000448028676838,0.150858301875,0.00044802867506,0.000448028674249,0.000448028744418,0.269889326621,0.000448028691557,0.0491984696439,0.000448028747071,0.000448028673835,0.000448028673835
TRAGGMY12903CD9533,0.00191570898586,0.00191570888566,0.00191570917285,0.001915709009,0.00191570881226,0.00191570881226,0.00191570927593,0.00191570881226,0.00191570895808,0.00191570882596,0.00191570881226,0.0019157088279,0.626371250441,0.0019157088312,0.272834608357,0.00191570900242,0.0720585073665,0.00191570881226
TRADHLI128F428FEFD,0.178500795152,0.000910746888126,0.19712211969,0.105157818995,0.000910746812622,0.000910747115036,0.0349723749466,0.000910746818268,0.000910746907333,0.000910746858998,0.000910746822205,0.451505635484,0.00091074691241,0.0218122930653,0.000910746943364,0.000910746944896,0.00091074682575,0.000910746817349
TRAWEST128F4242614,0.000645994914123,0.000645994832042,0.000645994907011,0.00064599496659,0.000645994832473,0.000645994832042,0.000645994972878,0.00064599483519,0.0688784421613,0.000645994836368,0.000645994834191,0.0006459948669,0.442934866037,0.0151249802859,0.187366806686,0.277296971514,0.000645994847943,0.000645994838036
TRAFBML128F93163FB,0.000514403344852,0.000514403300584,0.0005144033647,0.00051440338707,0.000514403292181,0.000514403292181,0.000514403330854,0.000514403292181,0.0347846517582,0.000514403311882,0.000514403341363,0.000514403325169,0.838916891819,0.118582406552,0.000514403377578,0.000514403326154,0.000514403292329,0.000514403292181
TRBGZKO128F92DB016,0.273444519646,0.000550055033854,0.167591066236,0.000550055099932,0.000550055005501,0.000550055005501,0.000550055030441,0.000550055007034,0.000550055030418,0.000550055013705,0.000550055022294,0.000550055027386,0.144414889196,0.000550055075942,0.406848754428,0.000550055098535,0.000550055036429,0.000550055006742
TRAYSUA128F9338AD8,0.00123456790123,0.00123456790123,0.00123456790123,0.00123456790123,0.97901234552,0.00123456792623,0.00123456790123,0.00123456790123,0.00123456790123,0.00123456790123,0.00123456791202,0.00123456790154,0.00123456790123,0.00123456790123,0.00123456790671,0.00123456798623,0.00123456790123,0.00123456793321
